packets,bytes,port,protocol,bytes_per_packet,label
46,43428.6,3306,TCP,944.1,Normal
637,27301.82,23,ICMP,42.86,Malicious
68,64681.6,3306,TCP,951.2,Normal
157,23667.75,23,UDP,150.75,Suspicious
53,46612.44,8080,TCP,879.48,Normal
162,22375.44,80,TCP,138.12,Suspicious
934,42160.76,22,UDP,45.14,Malicious
1292,12609.92,22,TCP,9.76,Malicious
2495,24875.15,8080,ICMP,9.97,Malicious
692,9210.52,8080,TCP,13.31,Malicious
23,17471.49,8080,TCP,759.63,Normal
96,6758.4,80,TCP,70.4,Suspicious
128,24384.0,22,TCP,190.5,Suspicious
474,10361.64,3389,ICMP,21.86,Malicious
207,2893.86,23,TCP,13.98,Suspicious
176,31782.08,3389,TCP,180.58,Suspicious
2164,2164,3389,TCP,1,Malicious
11,8166.84,3306,TCP,742.44,Normal
44,47320.24,443,UDP,1075.46,Normal
758,46942.94,22,ICMP,61.93,Malicious
52,41684.24,80,TCP,801.62,Normal
48,52284.0,3306,TCP,1089.25,Normal
434,24351.74,22,ICMP,56.11,Malicious
108,24278.4,80,TCP,224.8,Suspicious
64,54590.72,443,TCP,852.98,Normal
33,17944.74,443,UDP,543.78,Normal
65,53204.45,80,TCP,818.53,Normal
55,55063.8,53,TCP,1001.16,Normal
126,21339.36,23,UDP,169.36,Suspicious
798,13430.34,3389,TCP,16.83,Malicious
57,4560,443,UDP,80,Normal
50,14850.0,443,UDP,297.0,Normal
192,18044.16,23,ICMP,93.98,Suspicious
1735,25972.95,8080,TCP,14.97,Malicious
77,81184.18,80,TCP,1054.34,Normal
61,43624.15,80,TCP,715.15,Normal
37,31574.69,53,UDP,853.37,Normal
147,15332.1,23,UDP,104.3,Suspicious
92,7788.72,443,TCP,84.66,Suspicious
343,17938.9,3389,ICMP,52.3,Malicious
7,7119.21,53,TCP,1017.03,Normal
2417,175377.52,22,ICMP,72.56,Malicious
135,15803.1,443,TCP,117.06,Suspicious
189,5552.82,22,UDP,29.38,Suspicious
189,16514.82,443,TCP,87.38,Suspicious
30,16494.3,8080,TCP,549.81,Normal
43,19089.85,53,TCP,443.95,Normal
2012,104322.2,22,ICMP,51.85,Malicious
1279,46530.02,445,ICMP,36.38,Malicious
1777,90591.46,445,TCP,50.98,Malicious
216,36126.0,443,TCP,167.25,Suspicious
76,90506.12,3306,UDP,1190.87,Normal
1422,41621.94,8080,TCP,29.27,Malicious
7,5705.21,80,TCP,815.03,Normal
15,6468.9,8080,TCP,431.26,Normal
173,1730,80,TCP,10,Suspicious
44,39698.12,80,UDP,902.23,Normal
2149,2149,23,TCP,1,Malicious
361,46059.99,80,UDP,127.59,Suspicious
127,26835.1,445,TCP,211.3,Suspicious
312,53654.64,445,TCP,171.97,Suspicious
30,20626.2,443,TCP,687.54,Normal
164,1640,445,TCP,10,Suspicious
45,32029.2,53,TCP,711.76,Normal
147,15542.31,23,UDP,105.73,Suspicious
1108,5761.6,445,ICMP,5.2,Malicious
307,40883.19,80,ICMP,133.17,Suspicious
247,58104.28,443,UDP,235.24,Suspicious
1163,3965.83,8080,TCP,3.41,Malicious
35,22960.0,3306,TCP,656.0,Normal
238,17021.76,23,ICMP,71.52,Suspicious
271,18216.62,23,TCP,67.22,Suspicious
123,24286.35,80,TCP,197.45,Suspicious
245,10971.1,3389,TCP,44.78,Suspicious
69,53372.19,3306,TCP,773.51,Normal
1662,31710.96,22,ICMP,19.08,Malicious
243,22550.4,22,TCP,92.8,Suspicious
56,41048.0,3306,TCP,733.0,Normal
178,26093.02,443,UDP,146.59,Suspicious
2373,113595.51,8080,ICMP,47.87,Malicious
594,14606.46,23,TCP,24.59,Malicious
2011,67851.14,23,ICMP,33.74,Malicious
321,89356.77,445,UDP,278.37,Suspicious
45,41589.9,3306,TCP,924.22,Normal
19,15522.24,443,TCP,816.96,Normal
155,5854.35,22,TCP,37.77,Suspicious
36,35676.72,3306,UDP,991.02,Normal
204,34102.68,80,TCP,167.17,Suspicious
1519,41666.17,22,ICMP,27.43,Malicious
23,16240.07,3306,TCP,706.09,Normal
186,28080.42,3389,ICMP,150.97,Suspicious
1541,1541,8080,TCP,1,Malicious
46,35193.68,443,TCP,765.08,Normal
12,4909.92,8080,TCP,409.16,Normal
2447,109968.18,22,TCP,44.94,Malicious
52,45827.08,80,UDP,881.29,Normal
52,59742.8,80,TCP,1148.9,Normal
2501,142957.16,445,TCP,57.16,Malicious
1935,74071.8,445,ICMP,38.28,Malicious
78,8505.9,23,TCP,109.05,Suspicious
1322,51478.68,445,TCP,38.94,Malicious
36,14135.4,443,TCP,392.65,Normal
264,17843.76,443,TCP,67.59,Suspicious
9,6656.49,443,TCP,739.61,Normal
163,13087.27,80,UDP,80.29,Suspicious
2867,207284.1,23,TCP,72.3,Malicious
27,29735.37,443,TCP,1101.31,Normal
3218,183651.26,3389,ICMP,57.07,Malicious
1859,90254.45,3389,ICMP,48.55,Malicious
12,13934.04,443,TCP,1161.17,Normal
17,9960.81,80,TCP,585.93,Normal
1369,82975.09,23,TCP,60.61,Malicious
284,78551.56,445,TCP,276.59,Suspicious
2600,76076.0,22,ICMP,29.26,Malicious
282,34742.4,23,UDP,123.2,Suspicious
22,17867.74,8080,UDP,812.17,Normal
208,28329.6,80,UDP,136.2,Suspicious
30,20386.5,53,TCP,679.55,Normal
645,19201.65,3389,ICMP,29.77,Malicious
205,58722.25,80,ICMP,286.45,Suspicious
1687,59719.8,445,TCP,35.4,Malicious
2338,116712.96,23,ICMP,49.92,Malicious
165,29176.95,445,ICMP,176.83,Suspicious
38,34827.38,3306,TCP,916.51,Normal
198,61987.86,23,UDP,313.07,Suspicious
2119,121778.93,445,TCP,57.47,Malicious
1662,85892.16,445,TCP,51.68,Malicious
1219,43128.22,22,ICMP,35.38,Malicious
1,380.78,3306,UDP,380.78,Normal
20,20723.0,53,TCP,1036.15,Normal
231,60866.19,443,TCP,263.49,Suspicious
1029,44751.21,8080,ICMP,43.49,Malicious
62,32856.9,3306,TCP,529.95,Normal
765,9134.1,3389,ICMP,11.94,Malicious
55,35137.85,53,TCP,638.87,Normal
244,7534.72,443,UDP,30.88,Suspicious
259,28616.91,23,UDP,110.49,Suspicious
38,25420.48,8080,UDP,668.96,Normal
1109,10147.35,22,ICMP,9.15,Malicious
37,22534.48,3306,TCP,609.04,Normal
286,32849.96,80,ICMP,114.86,Suspicious
41,15912.51,3306,UDP,388.11,Normal
100,6682.0,22,UDP,66.82,Suspicious
24,13718.64,3306,TCP,571.61,Normal
2197,44445.31,8080,ICMP,20.23,Malicious
1901,84955.69,3389,ICMP,44.69,Malicious
24,10622.64,8080,TCP,442.61,Normal
2937,112722.06,3389,TCP,38.38,Malicious
129,12973.53,23,TCP,100.57,Suspicious
66,33911.46,3306,TCP,513.81,Normal
3085,183372.4,23,TCP,59.44,Malicious
22,10055.98,443,TCP,457.09,Normal
1350,14134.5,3389,ICMP,10.47,Malicious
37,29950.02,443,TCP,809.46,Normal
1482,22244.82,8080,ICMP,15.01,Malicious
112,13149.92,445,ICMP,117.41,Suspicious
1673,49821.94,445,ICMP,29.78,Malicious
276,46428.72,22,ICMP,168.22,Suspicious
7,5331.55,80,TCP,761.65,Normal
214,34661.58,443,TCP,161.97,Suspicious
2069,117270.92,23,ICMP,56.68,Malicious
50,31289.0,3306,UDP,625.78,Normal
42,10288.32,3306,TCP,244.96,Normal
1242,28292.76,445,ICMP,22.78,Malicious
41,26700.43,443,UDP,651.23,Normal
48,46760.16,53,TCP,974.17,Normal
2502,24344.46,445,TCP,9.73,Malicious
50,60134.5,3306,TCP,1202.69,Normal
266,59009.44,23,TCP,221.84,Suspicious
1184,50248.96,22,TCP,42.44,Malicious
333,50819.13,3389,ICMP,152.61,Suspicious
1603,52706.64,445,ICMP,32.88,Malicious
23,13267.32,3306,UDP,576.84,Normal
213,48821.73,22,TCP,229.21,Suspicious
10,5168.4,53,TCP,516.84,Normal
56,35467.04,53,UDP,633.34,Normal
147,10913.28,443,UDP,74.24,Suspicious
206,55278.04,445,UDP,268.34,Suspicious
145,43882.8,80,TCP,302.64,Suspicious
199,27336.63,3389,TCP,137.37,Suspicious
244,56837.36,23,TCP,232.94,Suspicious
314,54284.32,3389,ICMP,172.88,Suspicious
242,34189.76,445,ICMP,141.28,Suspicious
226,37217.68,3389,ICMP,164.68,Suspicious
20,9811.6,80,TCP,490.58,Normal
190,19096.9,445,TCP,100.51,Suspicious
16,18987.68,53,TCP,1186.73,Normal
32,19374.4,8080,TCP,605.45,Normal
2279,48679.44,445,UDP,21.36,Malicious
1161,34922.88,8080,ICMP,30.08,Malicious
167,21462.84,80,TCP,128.52,Suspicious
162,19388.16,445,TCP,119.68,Suspicious
109,9523.33,23,ICMP,87.37,Suspicious
160,23560.0,22,UDP,147.25,Suspicious
37,34139.53,80,UDP,922.69,Normal
24,20767.92,53,TCP,865.33,Normal
54,42070.86,80,TCP,779.09,Normal
161,1610,22,ICMP,10,Suspicious
20,8902.4,443,TCP,445.12,Normal
4,2208.48,53,TCP,552.12,Normal
2175,76407.75,8080,ICMP,35.13,Malicious
198,42799.68,3389,TCP,216.16,Suspicious
40,9044.8,22,ICMP,226.12,Suspicious
374,53238.9,445,ICMP,142.35,Suspicious
408,42366.72,445,TCP,103.84,Suspicious
47,57069.28,3306,TCP,1214.24,Normal
1,478.51,3306,TCP,478.51,Normal
22,14231.8,3306,TCP,646.9,Normal
1507,1507,445,ICMP,1,Malicious
72,8564.4,23,UDP,118.95,Suspicious
37,29672.89,3306,UDP,801.97,Normal
36,14922.72,8080,UDP,414.52,Normal
1896,50774.88,445,ICMP,26.78,Malicious
2392,110653.92,445,TCP,46.26,Malicious
139,34679.11,23,UDP,249.49,Suspicious
42,12226.62,80,TCP,291.11,Normal
1444,37818.36,23,ICMP,26.19,Malicious
44,38728.8,8080,TCP,880.2,Normal
1628,24940.96,23,TCP,15.32,Malicious
234,32256.9,3389,TCP,137.85,Suspicious
37,20432.14,443,UDP,552.22,Normal
18,8723.88,443,UDP,484.66,Normal
2814,108282.72,22,TCP,38.48,Malicious
16,12833.76,8080,TCP,802.11,Normal
33,17238.21,3306,TCP,522.37,Normal
272,15174.88,23,TCP,55.79,Suspicious
177,6586.17,445,UDP,37.21,Suspicious
299,18606.77,22,ICMP,62.23,Suspicious
181,12358.68,445,TCP,68.28,Suspicious
3038,102289.46,22,TCP,33.67,Malicious
142,11560.22,22,TCP,81.41,Suspicious
57,57142.5,3306,UDP,1002.5,Normal
2,999.74,443,TCP,499.87,Normal
14,12215.28,53,TCP,872.52,Normal
580,22840.4,23,TCP,39.38,Malicious
53,39641.88,8080,TCP,747.96,Normal
110,10534.7,443,TCP,95.77,Suspicious
1138,70237.36,23,ICMP,61.72,Malicious
2731,160855.9,8080,ICMP,58.9,Malicious
164,32029.2,23,UDP,195.3,Suspicious
302,3020,443,ICMP,10,Suspicious
2728,37237.2,23,UDP,13.65,Malicious
1485,110469.15,8080,ICMP,74.39,Malicious
242,2420,23,ICMP,10,Suspicious
112,10830.4,23,TCP,96.7,Suspicious
2390,44215.0,8080,ICMP,18.5,Malicious
260,8879.0,443,TCP,34.15,Suspicious
292,50203.56,23,TCP,171.93,Suspicious
1882,27571.3,8080,ICMP,14.65,Malicious
53,37056.01,80,TCP,699.17,Normal
184,20758.88,443,TCP,112.82,Suspicious
220,19899.0,22,TCP,90.45,Suspicious
105,5962.95,23,TCP,56.79,Suspicious
2516,50018.08,3389,ICMP,19.88,Malicious
331,35655.32,22,TCP,107.72,Suspicious
29,29484.01,8080,UDP,1016.69,Normal
224,27735.68,22,TCP,123.82,Suspicious
17,11251.79,3306,TCP,661.87,Normal
78,7872.54,3389,ICMP,100.93,Suspicious
36,15042.24,53,TCP,417.84,Normal
1738,74594.96,23,TCP,42.92,Malicious
52,56585.88,80,TCP,1088.19,Normal
27,28056.78,80,TCP,1039.14,Normal
22,14263.04,80,TCP,648.32,Normal
1937,64463.36,445,TCP,33.28,Malicious
3142,182770.14,8080,TCP,58.17,Malicious
47,31455.22,8080,UDP,669.26,Normal
65,62829.0,443,TCP,966.6,Normal
281,54443.75,80,ICMP,193.75,Suspicious
1825,73803.0,3389,ICMP,40.44,Malicious
20,14279.2,80,TCP,713.96,Normal
1591,61683.07,8080,TCP,38.77,Malicious
1348,6955.68,3389,UDP,5.16,Malicious
2123,126318.5,8080,TCP,59.5,Malicious
250,41152.5,23,TCP,164.61,Suspicious
110,19288.5,445,TCP,175.35,Suspicious
1138,49969.58,3389,ICMP,43.91,Malicious
1795,65822.65,445,TCP,36.67,Malicious
1687,1687,3389,ICMP,1,Malicious
381,24734.52,22,TCP,64.92,Suspicious
158,14216.84,22,ICMP,89.98,Suspicious
2334,59937.12,3389,ICMP,25.68,Malicious
49,34263.74,3306,TCP,699.26,Normal
182,52173.94,22,TCP,286.67,Suspicious
26,20545.98,3306,UDP,790.23,Normal
18,6951.96,443,TCP,386.22,Normal
43,28824.62,443,TCP,670.34,Normal
1766,65765.84,3389,ICMP,37.24,Malicious
271,2829.24,445,TCP,10.44,Suspicious
133,23739.17,3389,TCP,178.49,Suspicious
163,20006.62,3389,TCP,122.74,Suspicious
2699,23562.27,22,TCP,8.73,Malicious
173,16486.9,22,TCP,95.3,Suspicious
160,39100.8,80,TCP,244.38,Suspicious
47,41817.31,443,UDP,889.73,Normal
39,24637.47,3306,TCP,631.73,Normal
2242,138443.5,8080,TCP,61.75,Malicious
256,48650.24,23,TCP,190.04,Suspicious
43,49283.16,443,UDP,1146.12,Normal
5,2897.1,80,TCP,579.42,Normal
1854,90734.76,22,TCP,48.94,Malicious
1075,64371.0,3389,TCP,59.88,Malicious
2475,64523.25,445,TCP,26.07,Malicious
221,27936.61,445,TCP,126.41,Suspicious
177,19875.33,23,TCP,112.29,Suspicious
33,16753.11,80,UDP,507.67,Normal
2403,115151.76,3389,ICMP,47.92,Malicious
265,42357.6,445,ICMP,159.84,Suspicious
216,67973.04,445,ICMP,314.69,Suspicious
1261,50578.71,3389,TCP,40.11,Malicious
37,40681.13,443,TCP,1099.49,Normal
1,1363.08,80,TCP,1363.08,Normal
201,35916.69,22,TCP,178.69,Suspicious
2749,47365.27,445,TCP,17.23,Malicious
58,43404.3,8080,TCP,748.35,Normal
29,30357.49,3306,TCP,1046.81,Normal
3366,173820.24,23,TCP,51.64,Malicious
218,37234.4,445,ICMP,170.8,Suspicious
66,7323.36,443,ICMP,110.96,Suspicious
60,28756.2,53,TCP,479.27,Normal
1,863.08,3306,TCP,863.08,Normal
26,15115.62,3306,UDP,581.37,Normal
27,27028.89,443,TCP,1001.07,Normal
1853,60370.74,8080,TCP,32.58,Malicious
48,42288.96,3306,TCP,881.02,Normal
2380,90630.4,445,TCP,38.08,Malicious
257,20583.13,443,UDP,80.09,Suspicious
2387,156921.38,3389,ICMP,65.74,Malicious
2223,51706.98,445,ICMP,23.26,Malicious
3733,138083.67,23,ICMP,36.99,Malicious
17,5125.33,80,TCP,301.49,Normal
185,1850,443,TCP,10,Suspicious
32,32141.12,53,TCP,1004.41,Normal
20,21723.0,443,TCP,1086.15,Normal
1748,81596.64,8080,UDP,46.68,Malicious
387,4075.11,3389,ICMP,10.53,Malicious
1698,11801.1,445,UDP,6.95,Malicious
2437,93507.69,22,TCP,38.37,Malicious
52,18066.88,53,TCP,347.44,Normal
132,19781.52,3389,UDP,149.86,Suspicious
304,51898.88,3389,TCP,170.72,Suspicious
2057,102418.03,22,ICMP,49.79,Malicious
107,7039.53,80,TCP,65.79,Suspicious
113,14002.96,445,UDP,123.92,Suspicious
483,4540.2,445,TCP,9.4,Malicious
332,62960.48,445,TCP,189.64,Suspicious
36,8280.72,53,UDP,230.02,Normal
33,18143.07,53,TCP,549.79,Normal
318,56747.1,22,TCP,178.45,Suspicious
2337,101355.69,445,TCP,43.37,Malicious
70,80446.1,443,TCP,1149.23,Normal
38,35680.48,443,UDP,938.96,Normal
35,7910.7,443,TCP,226.02,Normal
307,49006.41,443,TCP,159.63,Suspicious
275,2750,3389,ICMP,10,Suspicious
1660,99085.4,3389,ICMP,59.69,Malicious
26,19943.04,53,TCP,767.04,Normal
226,16690.1,80,TCP,73.85,Suspicious
153,28913.94,22,TCP,188.98,Suspicious
134,9977.64,23,TCP,74.46,Suspicious
2225,146894.5,3389,ICMP,66.02,Malicious
46,8464.46,443,TCP,184.01,Normal
216,39931.92,3389,TCP,184.87,Suspicious
1546,64282.68,23,TCP,41.58,Malicious
45,16129.8,443,TCP,358.44,Normal
47,25978.31,80,TCP,552.73,Normal
2053,139994.07,22,UDP,68.19,Malicious
181,10516.1,23,TCP,58.1,Suspicious
226,36865.12,443,TCP,163.12,Suspicious
1849,7026.2,22,TCP,3.8,Malicious
47,30599.35,80,TCP,651.05,Normal
47,45240.79,443,TCP,962.57,Normal
124,13948.76,80,TCP,112.49,Suspicious
1090,30247.5,445,TCP,27.75,Malicious
37,27101.76,8080,UDP,732.48,Normal
1459,46410.79,23,TCP,31.81,Malicious
290,65708.2,23,TCP,226.58,Suspicious
294,59976.0,80,TCP,204.0,Suspicious
1007,45617.1,445,ICMP,45.3,Malicious
60,61701.6,53,TCP,1028.36,Normal
179,5099.71,22,ICMP,28.49,Suspicious
30,34591.2,80,UDP,1153.04,Normal
2464,47875.52,22,ICMP,19.43,Malicious
337,30127.8,3389,TCP,89.4,Suspicious
234,51035.4,80,UDP,218.1,Suspicious
258,48723.3,80,TCP,188.85,Suspicious
42,30670.92,53,TCP,730.26,Normal
35,17385.55,8080,TCP,496.73,Normal
217,32113.83,3389,ICMP,147.99,Suspicious
166,1660,80,TCP,10,Suspicious
217,47555.55,22,UDP,219.15,Suspicious
170,24517.4,443,TCP,144.22,Suspicious
38,27236.12,443,TCP,716.74,Normal
3324,137414.16,22,UDP,41.34,Malicious
1503,74774.25,22,TCP,49.75,Malicious
709,8805.78,3389,ICMP,12.42,Malicious
19,15810.85,53,TCP,832.15,Normal
1494,120386.52,3389,ICMP,80.58,Malicious
3065,183164.4,3389,TCP,59.76,Malicious
16,15598.24,3306,TCP,974.89,Normal
2095,17535.15,3389,UDP,8.37,Malicious
26,32011.72,3306,TCP,1231.22,Normal
1412,29920.28,8080,TCP,21.19,Malicious
2344,47512.88,3389,ICMP,20.27,Malicious
58,61482.32,53,UDP,1060.04,Normal
1578,41927.46,445,ICMP,26.57,Malicious
40,29393.2,80,TCP,734.83,Normal
76,12092.36,80,UDP,159.11,Suspicious
41,21370.43,53,TCP,521.23,Normal
334,3340,3389,TCP,10,Suspicious
2763,145002.24,445,ICMP,52.48,Malicious
1493,14661.26,23,TCP,9.82,Malicious
58,35254.14,80,TCP,607.83,Normal
3140,62234.8,445,ICMP,19.82,Malicious
55,51470.1,8080,TCP,935.82,Normal
300,15918.0,22,TCP,53.06,Malicious
196,29972.32,22,UDP,152.92,Suspicious
174,22800.96,445,UDP,131.04,Suspicious
2098,2098,22,ICMP,1,Malicious
45,11832.3,8080,UDP,262.94,Normal
2624,200762.24,3389,TCP,76.51,Malicious
142,1420,445,TCP,10,Suspicious
24,32543.28,8080,TCP,1355.97,Normal
136,20040.96,3389,TCP,147.36,Suspicious
61,42754.9,3306,TCP,700.9,Normal
48,17697.12,8080,TCP,368.69,Normal
263,70010.6,443,TCP,266.2,Suspicious
2097,9981.72,445,TCP,4.76,Malicious
2284,99376.84,3389,ICMP,43.51,Malicious
4006,168091.76,8080,TCP,41.96,Malicious
248,6018.96,3389,TCP,24.27,Suspicious
1250,54912.5,22,TCP,43.93,Malicious
180,25902.0,23,TCP,143.9,Suspicious
47,28942.13,443,UDP,615.79,Normal
120,21903.6,80,UDP,182.53,Suspicious
2937,78153.57,8080,TCP,26.61,Malicious
202,34402.62,443,TCP,170.31,Suspicious
12,9819.0,8080,UDP,818.25,Normal
262,9707.1,443,ICMP,37.05,Suspicious
43,27430.99,80,TCP,637.93,Normal
167,29859.6,445,TCP,178.8,Suspicious
50,39542.5,53,TCP,790.85,Normal
777,56464.59,445,ICMP,72.67,Malicious
3189,119778.84,23,TCP,37.56,Malicious
1337,72024.19,23,TCP,53.87,Malicious
2094,40833.0,8080,ICMP,19.5,Malicious
1772,36751.28,3389,ICMP,20.74,Malicious
215,4050.6,80,TCP,18.84,Suspicious
103,14817.58,23,ICMP,143.86,Suspicious
49,7005.04,53,TCP,142.96,Normal
2479,53001.02,22,ICMP,21.38,Malicious
2637,77765.13,8080,ICMP,29.49,Malicious
289,42107.3,22,ICMP,145.7,Suspicious
2346,90837.12,22,TCP,38.72,Malicious
248,82092.96,23,TCP,331.02,Suspicious
168,7612.08,443,UDP,45.31,Suspicious
109,29717.76,80,TCP,272.64,Suspicious
154,29255.38,443,TCP,189.97,Suspicious
124,5545.28,80,TCP,44.72,Suspicious
218,24686.32,80,TCP,113.24,Suspicious
1275,34399.5,445,ICMP,26.98,Malicious
1840,78144.8,22,ICMP,42.47,Malicious
1558,114590.9,3389,TCP,73.55,Malicious
58,57207.72,80,TCP,986.34,Normal
1898,29115.32,23,ICMP,15.34,Malicious
7,6110.16,80,UDP,872.88,Normal
234,2340,80,UDP,10,Suspicious
24,12823.44,3306,TCP,534.31,Normal
6,2788.98,53,UDP,464.83,Normal
33,6360.09,3306,UDP,192.73,Normal
215,31022.35,445,ICMP,144.29,Suspicious
1266,21066.24,8080,TCP,16.64,Malicious
11,5510.34,3306,TCP,500.94,Normal
31,18181.5,8080,TCP,586.5,Normal
1665,4229.1,22,TCP,2.54,Malicious
263,15338.16,445,UDP,58.32,Suspicious
42,16694.58,80,TCP,397.49,Normal
297,31422.6,23,TCP,105.8,Suspicious
8,5253.52,80,TCP,656.69,Normal
374,41405.54,443,TCP,110.71,Suspicious
1713,1713,445,TCP,1,Malicious
46,30834.26,80,UDP,670.31,Normal
2390,19837.0,3389,TCP,8.3,Malicious
2004,102644.88,8080,UDP,51.22,Malicious
52,58555.12,3306,TCP,1126.06,Normal
29,10845.42,8080,UDP,373.98,Normal
59,60421.9,8080,TCP,1024.1,Normal
271,8772.27,22,ICMP,32.37,Suspicious
185,31344.55,22,TCP,169.43,Suspicious
1350,83754.0,23,ICMP,62.04,Malicious
2088,33804.72,22,ICMP,16.19,Malicious
237,16632.66,445,UDP,70.18,Suspicious
177,22084.29,3389,UDP,124.77,Suspicious
3021,152349.03,3389,ICMP,50.43,Malicious
1622,87409.58,23,UDP,53.89,Malicious
2216,58591.04,445,TCP,26.44,Malicious
1641,58961.13,23,UDP,35.93,Malicious
14,1851.5,443,TCP,132.25,Normal
1,530.81,443,TCP,530.81,Normal
92,1013.84,80,UDP,11.02,Suspicious
1474,43586.18,8080,ICMP,29.57,Malicious
245,43651.65,445,UDP,178.17,Suspicious
200,21860.0,23,ICMP,109.3,Suspicious
2386,83772.46,23,ICMP,35.11,Malicious
2065,134576.05,22,ICMP,65.17,Malicious
132,20496.96,23,TCP,155.28,Suspicious
170,33682.1,22,ICMP,198.13,Suspicious
147,2096.22,445,TCP,14.26,Suspicious
251,15865.71,22,TCP,63.21,Suspicious
38,51086.06,8080,TCP,1344.37,Normal
1236,41232.96,3389,ICMP,33.36,Malicious
35,13352.85,53,UDP,381.51,Normal
3588,160240.08,3389,TCP,44.66,Malicious
256,2560,3389,TCP,10,Suspicious
179,1790,22,TCP,10,Suspicious
1536,75264.0,445,TCP,49.0,Malicious
162,14200.92,23,UDP,87.66,Suspicious
785,785,23,TCP,1,Malicious
1,500.26,443,UDP,500.26,Normal
37,14619.07,80,TCP,395.11,Normal
143,28145.26,445,TCP,196.82,Suspicious
191,24488.11,22,UDP,128.21,Suspicious
263,8558.02,3389,UDP,32.54,Suspicious
182,30534.14,23,TCP,167.77,Suspicious
2241,65549.25,22,TCP,29.25,Malicious
3041,31200.66,8080,TCP,10.26,Malicious
229,20429.09,80,TCP,89.21,Suspicious
204,2040,23,TCP,10,Suspicious
1362,55937.34,8080,TCP,41.07,Malicious
39,37366.29,3306,TCP,958.11,Normal
1471,88760.14,23,TCP,60.34,Malicious
1620,29646.0,23,ICMP,18.3,Malicious
14,7909.86,8080,TCP,564.99,Normal
1224,1224,445,TCP,1,Malicious
1976,8793.2,8080,ICMP,4.45,Malicious
1975,97762.5,22,TCP,49.5,Malicious
1544,33952.56,445,TCP,21.99,Malicious
39,35317.23,80,TCP,905.57,Normal
84,9082.92,22,ICMP,108.13,Suspicious
68,53475.2,443,TCP,786.4,Normal
807,38744.07,23,TCP,48.01,Malicious
3,1984.17,80,TCP,661.39,Normal
1367,44550.53,23,TCP,32.59,Malicious
2218,42740.86,8080,TCP,19.27,Malicious
1879,81661.34,445,ICMP,43.46,Malicious
2253,5745.15,445,ICMP,2.55,Malicious
1754,108818.16,23,TCP,62.04,Malicious
27,19674.36,80,TCP,728.68,Normal
48,33246.72,8080,UDP,692.64,Normal
300,7911.0,8080,ICMP,26.37,Malicious
75,37377.75,53,TCP,498.37,Normal
373,68661.84,22,TCP,184.08,Suspicious
1720,41555.2,445,TCP,24.16,Malicious
2048,92241.92,23,ICMP,45.04,Malicious
26,17786.08,8080,TCP,684.08,Normal
24,6032.88,80,TCP,251.37,Normal
245,26418.35,80,TCP,107.83,Suspicious
1927,70952.14,3389,ICMP,36.82,Malicious
300,2286.0,22,UDP,7.62,Malicious
1365,71607.9,22,TCP,52.46,Malicious
47,25690.67,3306,UDP,546.61,Normal
246,9431.64,22,UDP,38.34,Suspicious
1353,12082.29,8080,TCP,8.93,Malicious
145,21654.3,23,TCP,149.34,Suspicious
19,18915.64,8080,TCP,995.56,Normal
18,16046.64,443,UDP,891.48,Normal
396,12909.6,445,TCP,32.6,Malicious
3389,195613.08,8080,TCP,57.72,Malicious
325,3991.0,443,ICMP,12.28,Suspicious
